OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
T,incl,down,0,0.0,2.5,20,1000,0,1,(0.992643+172.254/(x*x)+0.000548757*x)*(1-(0.17287+0.000166923*x+-1.55469e-07*x*x))
T,incl,down_correlated,0,0.0,2.5,20,1000,0,1,(0.992643+172.254/(x*x)+0.000548757*x)*(1-(0.158075+0.000170373*x+-1.6189e-07*x*x))
T,incl,down_uncorrelated,0,0.0,2.5,20,1000,0,1,(0.992643+172.254/(x*x)+0.000548757*x)*(1-(0.0786736))
T,incl,up,0,0.0,2.5,20,1000,0,1,(0.992643+172.254/(x*x)+0.000548757*x)*(1+(0.17287+0.000166923*x+-1.55469e-07*x*x))
T,incl,up_correlated,0,0.0,2.5,20,1000,0,1,(0.992643+172.254/(x*x)+0.000548757*x)*(1+(0.158075+0.000170373*x+-1.6189e-07*x*x))
T,incl,up_uncorrelated,0,0.0,2.5,20,1000,0,1,(0.992643+172.254/(x*x)+0.000548757*x)*(1+(0.0786736))
L,comb,central,4,0.0,2.5,20,1000,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))
L,comb,central,5,0.0,2.5,20,1000,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))
L,comb,down,4,0.0,2.5,20,30,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.065820932388305664
L,comb,down,4,0.0,2.5,30,50,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.020254978910088539
L,comb,down,4,0.0,2.5,50,70,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.018725322559475899
L,comb,down,4,0.0,2.5,70,100,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.022655976936221123
L,comb,down,4,0.0,2.5,100,140,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.02221098355948925
L,comb,down,4,0.0,2.5,140,200,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.022172883152961731
L,comb,down,4,0.0,2.5,200,300,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.048132143914699554
L,comb,down,4,0.0,2.5,300,600,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.06063862144947052
L,comb,down,4,0.0,2.5,600,1000,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.24641968309879303
L,comb,down,5,0.0,2.5,20,30,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.026328373700380325
L,comb,down,5,0.0,2.5,30,50,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.0081019913777709007
L,comb,down,5,0.0,2.5,50,70,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.0074901287443935871
L,comb,down,5,0.0,2.5,70,100,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.0090623907744884491
L,comb,down,5,0.0,2.5,100,140,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.008884393610060215
L,comb,down,5,0.0,2.5,140,200,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.0088691534474492073
L,comb,down,5,0.0,2.5,200,300,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.019252857193350792
L,comb,down,5,0.0,2.5,300,600,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.024255448952317238
L,comb,down,5,0.0,2.5,600,1000,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.098567873239517212
L,comb,down_correlated,4,0.0,2.5,100,140,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.0144310980634
L,comb,down_correlated,4,0.0,2.5,70,100,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.0158032183117
L,comb,down_correlated,4,0.0,2.5,200,300,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.0316267356681
L,comb,down_correlated,4,0.0,2.5,300,600,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.0521979593077
L,comb,down_correlated,4,0.0,2.5,140,200,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.0122886723865
L,comb,down_correlated,4,0.0,2.5,50,70,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.0141493360381
L,comb,down_correlated,4,0.0,2.5,20,30,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.0493400450125
L,comb,down_correlated,4,0.0,2.5,600,1000,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.0780179857886
L,comb,down_correlated,4,0.0,2.5,30,50,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.0128866154802
L,comb,down_correlated,5,0.0,2.5,100,140,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.00577243940663
L,comb,down_correlated,5,0.0,2.5,70,100,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.00632128727127
L,comb,down_correlated,5,0.0,2.5,200,300,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.0126506929973
L,comb,down_correlated,5,0.0,2.5,300,600,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.0208791841507
L,comb,down_correlated,5,0.0,2.5,140,200,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.00491546891298
L,comb,down_correlated,5,0.0,2.5,50,70,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.00565973407088
L,comb,down_correlated,5,0.0,2.5,20,30,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.0197360183311
L,comb,down_correlated,5,0.0,2.5,600,1000,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.0312071988037
L,comb,down_correlated,5,0.0,2.5,30,50,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.00515464604534
L,comb,down_uncorrelated,4,0.0,2.5,100,140,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.0168840516276
L,comb,down_uncorrelated,4,0.0,2.5,70,100,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.0162342718323
L,comb,down_uncorrelated,4,0.0,2.5,200,300,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.0362829556239
L,comb,down_uncorrelated,4,0.0,2.5,300,600,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.0308612290002
L,comb,down_uncorrelated,4,0.0,2.5,140,200,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.0184560363646
L,comb,down_uncorrelated,4,0.0,2.5,50,70,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.0122651536736
L,comb,down_uncorrelated,4,0.0,2.5,20,30,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.0435655264933
L,comb,down_uncorrelated,4,0.0,2.5,600,1000,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.233743137037
L,comb,down_uncorrelated,4,0.0,2.5,30,50,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.0156268778748
L,comb,down_uncorrelated,5,0.0,2.5,100,140,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.00675362074115
L,comb,down_uncorrelated,5,0.0,2.5,70,100,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.00649370878494
L,comb,down_uncorrelated,5,0.0,2.5,200,300,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.0145131828624
L,comb,down_uncorrelated,5,0.0,2.5,300,600,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.0123444916088
L,comb,down_uncorrelated,5,0.0,2.5,140,200,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.00738241479734
L,comb,down_uncorrelated,5,0.0,2.5,50,70,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.00490606144015
L,comb,down_uncorrelated,5,0.0,2.5,20,30,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.0174262113536
L,comb,down_uncorrelated,5,0.0,2.5,600,1000,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.0934972533168
L,comb,down_uncorrelated,5,0.0,2.5,30,50,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))-0.0062507510295
L,comb,up,4,0.0,2.5,20,30,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.065820932388305664
L,comb,up,4,0.0,2.5,30,50,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.020254978910088539
L,comb,up,4,0.0,2.5,50,70,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.018725322559475899
L,comb,up,4,0.0,2.5,70,100,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.022655976936221123
L,comb,up,4,0.0,2.5,100,140,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.02221098355948925
L,comb,up,4,0.0,2.5,140,200,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.022172883152961731
L,comb,up,4,0.0,2.5,200,300,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.048132143914699554
L,comb,up,4,0.0,2.5,300,600,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.06063862144947052
L,comb,up,4,0.0,2.5,600,1000,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.24641968309879303
L,comb,up,5,0.0,2.5,20,30,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.026328373700380325
L,comb,up,5,0.0,2.5,30,50,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.0081019913777709007
L,comb,up,5,0.0,2.5,50,70,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.0074901287443935871
L,comb,up,5,0.0,2.5,70,100,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.0090623907744884491
L,comb,up,5,0.0,2.5,100,140,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.008884393610060215
L,comb,up,5,0.0,2.5,140,200,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.0088691534474492073
L,comb,up,5,0.0,2.5,200,300,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.019252857193350792
L,comb,up,5,0.0,2.5,300,600,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.024255448952317238
L,comb,up,5,0.0,2.5,600,1000,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.098567873239517212
L,comb,up_correlated,4,0.0,2.5,100,140,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.0144310980634
L,comb,up_correlated,4,0.0,2.5,70,100,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.0158032183117
L,comb,up_correlated,4,0.0,2.5,200,300,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.0316267356681
L,comb,up_correlated,4,0.0,2.5,300,600,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.0521979593077
L,comb,up_correlated,4,0.0,2.5,140,200,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.0122886723865
L,comb,up_correlated,4,0.0,2.5,50,70,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.0141493360381
L,comb,up_correlated,4,0.0,2.5,20,30,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.0493400450125
L,comb,up_correlated,4,0.0,2.5,600,1000,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.0780179857886
L,comb,up_correlated,4,0.0,2.5,30,50,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.0128866154802
L,comb,up_correlated,5,0.0,2.5,100,140,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.00577243940663
L,comb,up_correlated,5,0.0,2.5,70,100,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.00632128727127
L,comb,up_correlated,5,0.0,2.5,200,300,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.0126506929973
L,comb,up_correlated,5,0.0,2.5,300,600,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.0208791841507
L,comb,up_correlated,5,0.0,2.5,140,200,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.00491546891298
L,comb,up_correlated,5,0.0,2.5,50,70,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.00565973407088
L,comb,up_correlated,5,0.0,2.5,20,30,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.0197360183311
L,comb,up_correlated,5,0.0,2.5,600,1000,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.0312071988037
L,comb,up_correlated,5,0.0,2.5,30,50,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.00515464604534
L,comb,up_uncorrelated,4,0.0,2.5,100,140,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.0168840516276
L,comb,up_uncorrelated,4,0.0,2.5,70,100,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.0162342718323
L,comb,up_uncorrelated,4,0.0,2.5,200,300,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.0362829556239
L,comb,up_uncorrelated,4,0.0,2.5,300,600,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.0308612290002
L,comb,up_uncorrelated,4,0.0,2.5,140,200,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.0184560363646
L,comb,up_uncorrelated,4,0.0,2.5,50,70,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.0122651536736
L,comb,up_uncorrelated,4,0.0,2.5,20,30,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.0435655264933
L,comb,up_uncorrelated,4,0.0,2.5,600,1000,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.233743137037
L,comb,up_uncorrelated,4,0.0,2.5,30,50,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.0156268778748
L,comb,up_uncorrelated,5,0.0,2.5,100,140,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.00675362074115
L,comb,up_uncorrelated,5,0.0,2.5,70,100,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.00649370878494
L,comb,up_uncorrelated,5,0.0,2.5,200,300,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.0145131828624
L,comb,up_uncorrelated,5,0.0,2.5,300,600,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.0123444916088
L,comb,up_uncorrelated,5,0.0,2.5,140,200,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.00738241479734
L,comb,up_uncorrelated,5,0.0,2.5,50,70,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.00490606144015
L,comb,up_uncorrelated,5,0.0,2.5,20,30,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.0174262113536
L,comb,up_uncorrelated,5,0.0,2.5,600,1000,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.0934972533168
L,comb,up_uncorrelated,5,0.0,2.5,30,50,0,1,1.00872+-1.57517e-06*log(x+19)*log(x+18)*(3+179.16*log(x+18))+0.0062507510295
L,mujets,central,4,0.0,2.5,20,1000,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))
L,mujets,central,5,0.0,2.5,20,1000,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))
L,mujets,down,4,0.0,2.5,20,30,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.066579610109329224
L,mujets,down,4,0.0,2.5,30,50,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.022665208205580711
L,mujets,down,4,0.0,2.5,50,70,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.022240962833166122
L,mujets,down,4,0.0,2.5,70,100,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.041054006665945053
L,mujets,down,4,0.0,2.5,100,140,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.050053872168064117
L,mujets,down,4,0.0,2.5,140,200,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.11464381217956543
L,mujets,down,4,0.0,2.5,200,300,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.10057545453310013
L,mujets,down,4,0.0,2.5,300,600,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.061666190624237061
L,mujets,down,4,0.0,2.5,600,1000,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.24173961579799652
L,mujets,down,5,0.0,2.5,20,30,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.026631845161318779
L,mujets,down,5,0.0,2.5,30,50,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.0090660834684967995
L,mujets,down,5,0.0,2.5,50,70,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.0088963853195309639
L,mujets,down,5,0.0,2.5,70,100,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.016421603038907051
L,mujets,down,5,0.0,2.5,100,140,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.020021548494696617
L,mujets,down,5,0.0,2.5,140,200,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.045857526361942291
L,mujets,down,5,0.0,2.5,200,300,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.040230181068181992
L,mujets,down,5,0.0,2.5,300,600,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.024666476994752884
L,mujets,down,5,0.0,2.5,600,1000,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.096695847809314728
L,mujets,down_correlated,4,0.0,2.5,100,140,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.0468422691895
L,mujets,down_correlated,4,0.0,2.5,70,100,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.0384821196999
L,mujets,down_correlated,4,0.0,2.5,200,300,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.0971777071114
L,mujets,down_correlated,4,0.0,2.5,300,600,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.0536033641912
L,mujets,down_correlated,4,0.0,2.5,140,200,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.112959341489
L,mujets,down_correlated,4,0.0,2.5,50,70,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.017524677657
L,mujets,down_correlated,4,0.0,2.5,20,30,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.0503243446886
L,mujets,down_correlated,4,0.0,2.5,600,1000,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.0776852512237
L,mujets,down_correlated,4,0.0,2.5,30,50,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.0153317624105
L,mujets,down_correlated,5,0.0,2.5,100,140,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.0187369072424
L,mujets,down_correlated,5,0.0,2.5,70,100,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.0153928482858
L,mujets,down_correlated,5,0.0,2.5,200,300,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.0388710820227
L,mujets,down_correlated,5,0.0,2.5,300,600,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.0214413467464
L,mujets,down_correlated,5,0.0,2.5,140,200,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.0451837381078
L,mujets,down_correlated,5,0.0,2.5,50,70,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.0070098712993
L,mujets,down_correlated,5,0.0,2.5,20,30,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.0201297395858
L,mujets,down_correlated,5,0.0,2.5,600,1000,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.0310741095259
L,mujets,down_correlated,5,0.0,2.5,30,50,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.00613270544701
L,mujets,down_uncorrelated,4,0.0,2.5,100,140,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.0176406331008
L,mujets,down_uncorrelated,4,0.0,2.5,70,100,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.0143023748633
L,mujets,down_uncorrelated,4,0.0,2.5,200,300,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.025921328961
L,mujets,down_uncorrelated,4,0.0,2.5,300,600,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.030486036369
L,mujets,down_uncorrelated,4,0.0,2.5,140,200,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.0195803687789
L,mujets,down_uncorrelated,4,0.0,2.5,50,70,0,1,1.01858+1.05504e-05*log(x+19)*log(x+18)*(3-34.9444*log(x+18))-0.0136947471961
