OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula 
L,comb,down_correlated,4,0.0,2.5,100.0,140.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.00766082442224 
L,comb,down_correlated,4,0.0,2.5,70.0,100.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.00804791297905 
L,comb,down_correlated,4,0.0,2.5,200.0,300.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.042418054709 
L,comb,down_correlated,4,0.0,2.5,300.0,600.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.0968832596356 
L,comb,down_correlated,4,0.0,2.5,140.0,200.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.00992067052404 
L,comb,down_correlated,4,0.0,2.5,50.0,70.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.012867899553 
L,comb,down_correlated,4,0.0,2.5,20.0,30.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.043269051969 
L,comb,down_correlated,4,0.0,2.5,600.0,1000.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.10940825607 
L,comb,down_correlated,4,0.0,2.5,30.0,50.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.00843544867792 
L,comb,down_correlated,5,0.0,2.5,100.0,140.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.00306432980012 
L,comb,down_correlated,5,0.0,2.5,70.0,100.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.00321916498967 
L,comb,down_correlated,5,0.0,2.5,200.0,300.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.0169672218091 
L,comb,down_correlated,5,0.0,2.5,300.0,600.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.0387533046579 
L,comb,down_correlated,5,0.0,2.5,140.0,200.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.00396826789957 
L,comb,down_correlated,5,0.0,2.5,50.0,70.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.00514715964483 
L,comb,down_correlated,5,0.0,2.5,20.0,30.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.0173076196171 
L,comb,down_correlated,5,0.0,2.5,600.0,1000.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.0437633033721 
L,comb,down_correlated,5,0.0,2.5,30.0,50.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.0033741791641 
L,comb,down_uncorrelated,4,0.0,2.5,100.0,140.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.0125997948866 
L,comb,down_uncorrelated,4,0.0,2.5,70.0,100.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.00998414039276 
L,comb,down_uncorrelated,4,0.0,2.5,200.0,300.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.0203489681995 
L,comb,down_uncorrelated,4,0.0,2.5,300.0,600.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.03755011976 
L,comb,down_uncorrelated,4,0.0,2.5,140.0,200.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.0145531295319 
L,comb,down_uncorrelated,4,0.0,2.5,50.0,70.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.00877198654051 
L,comb,down_uncorrelated,4,0.0,2.5,20.0,30.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.0305441296919 
L,comb,down_uncorrelated,4,0.0,2.5,600.0,1000.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.138546689624 
L,comb,down_uncorrelated,4,0.0,2.5,30.0,50.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.0107084693061 
L,comb,down_uncorrelated,5,0.0,2.5,100.0,140.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.00503991782666 
L,comb,down_uncorrelated,5,0.0,2.5,70.0,100.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.00399365620027 
L,comb,down_uncorrelated,5,0.0,2.5,200.0,300.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.00813958743513 
L,comb,down_uncorrelated,5,0.0,2.5,300.0,600.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.0150200478922 
L,comb,down_uncorrelated,5,0.0,2.5,140.0,200.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.00582125179868 
L,comb,down_uncorrelated,5,0.0,2.5,50.0,70.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.00350879470956 
L,comb,down_uncorrelated,5,0.0,2.5,20.0,30.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.012217652243 
L,comb,down_uncorrelated,5,0.0,2.5,600.0,1000.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.055418675104 
L,comb,down_uncorrelated,5,0.0,2.5,30.0,50.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))-0.00428338772721 
L,comb,up,4,0.0,2.5,20.0,30.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.052963711321353912 
L,comb,up,4,0.0,2.5,30.0,50.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.013631878420710564 
L,comb,up,4,0.0,2.5,50.0,70.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.015573393553495407 
L,comb,up,4,0.0,2.5,70.0,100.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.012823882512748241 
L,comb,up,4,0.0,2.5,100.0,140.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.014745950698852539 
L,comb,up,4,0.0,2.5,140.0,200.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.017612872645258904 
L,comb,up,4,0.0,2.5,200.0,300.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.047046486288309097 
L,comb,up,4,0.0,2.5,300.0,600.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.10390561819076538 
L,comb,up,4,0.0,2.5,600.0,1000.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.17653711140155792 
L,comb,up,5,0.0,2.5,20.0,30.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.021185483783483505 
L,comb,up,5,0.0,2.5,30.0,50.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.0054527511820197105 
L,comb,up,5,0.0,2.5,50.0,70.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.0062293573282659054 
L,comb,up,5,0.0,2.5,70.0,100.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.0051295529119670391 
L,comb,up,5,0.0,2.5,100.0,140.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.0058983801864087582 
L,comb,up,5,0.0,2.5,140.0,200.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.0070451488718390465 
L,comb,up,5,0.0,2.5,200.0,300.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.018818594515323639 
L,comb,up,5,0.0,2.5,300.0,600.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.041562248021364212 
L,comb,up,5,0.0,2.5,600.0,1000.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.070614844560623169 
L,comb,up_correlated,4,0.0,2.5,100.0,140.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.00766082442224 
L,comb,up_correlated,4,0.0,2.5,70.0,100.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.00804791297905 
L,comb,up_correlated,4,0.0,2.5,200.0,300.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.042418054709 
L,comb,up_correlated,4,0.0,2.5,300.0,600.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.0968832596356 
L,comb,up_correlated,4,0.0,2.5,140.0,200.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.00992067052404 
L,comb,up_correlated,4,0.0,2.5,50.0,70.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.012867899553 
L,comb,up_correlated,4,0.0,2.5,20.0,30.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.043269051969 
L,comb,up_correlated,4,0.0,2.5,600.0,1000.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.10940825607 
L,comb,up_correlated,4,0.0,2.5,30.0,50.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.00843544867792 
L,comb,up_correlated,5,0.0,2.5,100.0,140.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.00306432980012 
L,comb,up_correlated,5,0.0,2.5,70.0,100.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.00321916498967 
L,comb,up_correlated,5,0.0,2.5,200.0,300.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.0169672218091 
L,comb,up_correlated,5,0.0,2.5,300.0,600.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.0387533046579 
L,comb,up_correlated,5,0.0,2.5,140.0,200.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.00396826789957 
L,comb,up_correlated,5,0.0,2.5,50.0,70.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.00514715964483 
L,comb,up_correlated,5,0.0,2.5,20.0,30.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.0173076196171 
L,comb,up_correlated,5,0.0,2.5,600.0,1000.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.0437633033721 
L,comb,up_correlated,5,0.0,2.5,30.0,50.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.0033741791641 
L,comb,up_uncorrelated,4,0.0,2.5,100.0,140.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.0125997948866 
L,comb,up_uncorrelated,4,0.0,2.5,70.0,100.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.00998414039276 
L,comb,up_uncorrelated,4,0.0,2.5,200.0,300.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.0203489681995 
L,comb,up_uncorrelated,4,0.0,2.5,300.0,600.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.03755011976 
L,comb,up_uncorrelated,4,0.0,2.5,140.0,200.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.0145531295319 
L,comb,up_uncorrelated,4,0.0,2.5,50.0,70.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.00877198654051 
L,comb,up_uncorrelated,4,0.0,2.5,20.0,30.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.0305441296919 
L,comb,up_uncorrelated,4,0.0,2.5,600.0,1000.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.138546689624 
L,comb,up_uncorrelated,4,0.0,2.5,30.0,50.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.0107084693061 
L,comb,up_uncorrelated,5,0.0,2.5,100.0,140.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.00503991782666 
L,comb,up_uncorrelated,5,0.0,2.5,70.0,100.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.00399365620027 
L,comb,up_uncorrelated,5,0.0,2.5,200.0,300.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.00813958743513 
L,comb,up_uncorrelated,5,0.0,2.5,300.0,600.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.0150200478922 
L,comb,up_uncorrelated,5,0.0,2.5,140.0,200.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.00582125179868 
L,comb,up_uncorrelated,5,0.0,2.5,50.0,70.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.00350879470956 
L,comb,up_uncorrelated,5,0.0,2.5,20.0,30.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.012217652243 
L,comb,up_uncorrelated,5,0.0,2.5,600.0,1000.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.055418675104 
L,comb,up_uncorrelated,5,0.0,2.5,30.0,50.0,0.0,1.0,0.898225+0.00358377*log(x+19)*log(x+18)*(3-0.416504*log(x+18))+0.00428338772721 
L,mujets,central,4,0.0,2.5,20.0,1000.0,0.0,1.0,0.981028+3.46542e-07*log(x+19)*log(x+18)*(3-69.4533*log(x+18)) 
L,mujets,central,5,0.0,2.5,20.0,1000.0,0.0,1.0,0.981028+3.46542e-07*log(x+19)*log(x+18)*(3-69.4533*log(x+18)) 
L,mujets,down,4,0.0,2.5,20.0,30.0,0.0,1.0,0.981028+3.46542e-07*log(x+19)*log(x+18)*(3-69.4533*log(x+18))-0.053769886493682861 
L,mujets,down,4,0.0,2.5,30.0,50.0,0.0,1.0,0.981028+3.46542e-07*log(x+19)*log(x+18)*(3-69.4533*log(x+18))-0.015266244299709797 
L,mujets,down,4,0.0,2.5,50.0,70.0,0.0,1.0,0.981028+3.46542e-07*log(x+19)*log(x+18)*(3-69.4533*log(x+18))-0.033111993223428726 
L,mujets,down,4,0.0,2.5,70.0,100.0,0.0,1.0,0.981028+3.46542e-07*log(x+19)*log(x+18)*(3-69.4533*log(x+18))-0.03585578128695488 
L,mujets,down,4,0.0,2.5,100.0,140.0,0.0,1.0,0.981028+3.46542e-07*log(x+19)*log(x+18)*(3-69.4533*log(x+18))-0.056990727782249451 
L,mujets,down,4,0.0,2.5,140.0,200.0,0.0,1.0,0.981028+3.46542e-07*log(x+19)*log(x+18)*(3-69.4533*log(x+18))-0.16572444140911102 
L,mujets,down,4,0.0,2.5,200.0,300.0,0.0,1.0,0.981028+3.46542e-07*log(x+19)*log(x+18)*(3-69.4533*log(x+18))-0.17787130177021027 
L,mujets,down,4,0.0,2.5,300.0,600.0,0.0,1.0,0.981028+3.46542e-07*log(x+19)*log(x+18)*(3-69.4533*log(x+18))-0.13594286143779755 
L,mujets,down,4,0.0,2.5,600.0,1000.0,0.0,1.0,0.981028+3.46542e-07*log(x+19)*log(x+18)*(3-69.4533*log(x+18))-0.18480485677719116 
L,mujets,down,5,0.0,2.5,20.0,30.0,0.0,1.0,0.981028+3.46542e-07*log(x+19)*log(x+18)*(3-69.4533*log(x+18))-0.021507954224944115 
L,mujets,down,5,0.0,2.5,30.0,50.0,0.0,1.0,0.981028+3.46542e-07*log(x+19)*log(x+18)*(3-69.4533*log(x+18))-0.0061064977198839188 
L,mujets,down,5,0.0,2.5,50.0,70.0,0.0,1.0,0.981028+3.46542e-07*log(x+19)*log(x+18)*(3-69.4533*log(x+18))-0.013244797475636005 
L,mujets,down,5,0.0,2.5,70.0,100.0,0.0,1.0,0.981028+3.46542e-07*log(x+19)*log(x+18)*(3-69.4533*log(x+18))-0.014342312701046467 
L,mujets,down,5,0.0,2.5,100.0,140.0,0.0,1.0,0.981028+3.46542e-07*log(x+19)*log(x+18)*(3-69.4533*log(x+18))-0.02279629185795784 
L,mujets,down,5,0.0,2.5,140.0,200.0,0.0,1.0,0.981028+3.46542e-07*log(x+19)*log(x+18)*(3-69.4533*log(x+18))-0.06628977507352829 
L,mujets,down,5,0.0,2.5,200.0,300.0,0.0,1.0,0.981028+3.46542e-07*log(x+19)*log(x+18)*(3-69.4533*log(x+18))-0.071148522198200226 
L,mujets,down,5,0.0,2.5,300.0,600.0,0.0,1.0,0.981028+3.46542e-07*log(x+19)*log(x+18)*(3-69.4533*log(x+18))-0.054377142339944839 
L,mujets,down,5,0.0,2.5,600.0,1000.0,0.0,1.0,0.981028+3.46542e-07*log(x+19)*log(x+18)*(3-69.4533*log(x+18))-0.073921941220760345 
L,mujets,down_correlated,4,0.0,2.5,100.0,140.0,0.0,1.0,0.981028+3.46542e-07*log(x+19)*log(x+18)*(3-69.4533*log(x+18))-0.054928143205 
L,mujets,down_correlated,4,0.0,2.5,70.0,100.0,0.0,1.0,0.981028+3.46542e-07*log(x+19)*log(x+18)*(3-69.4533*log(x+18))-0.0338405549385 
L,mujets,down_correlated,4,0.0,2.5,200.0,300.0,0.0,1.0,0.981028+3.46542e-07*log(x+19)*log(x+18)*(3-69.4533*log(x+18))-0.172374495814 
L,mujets,down_correlated,4,0.0,2.5,300.0,600.0,0.0,1.0,0.981028+3.46542e-07*log(x+19)*log(x+18)*(3-69.4533*log(x+18))-0.129589612809 
L,mujets,down_correlated,4,0.0,2.5,140.0,200.0,0.0,1.0,0.981028+3.46542e-07*log(x+19)*log(x+18)*(3-69.4533*log(x+18))-0.150761614014 
L,mujets,down_correlated,4,0.0,2.5,50.0,70.0,0.0,1.0,0.981028+3.46542e-07*log(x+19)*log(x+18)*(3-69.4533*log(x+18))-0.0302012014972 
L,mujets,down_correlated,4,0.0,2.5,20.0,30.0,0.0,1.0,0.981028+3.46542e-07*log(x+19)*log(x+18)*(3-69.4533*log(x+18))-0.0445325157681 
L,mujets,down_correlated,4,0.0,2.5,600.0,1000.0,0.0,1.0,0.981028+3.46542e-07*log(x+19)*log(x+18)*(3-69.4533*log(x+18))-0.114587963786 
L,mujets,down_correlated,4,0.0,2.5,30.0,50.0,0.0,1.0,0.981028+3.46542e-07*log(x+19)*log(x+18)*(3-69.4533*log(x+18))-0.0102706355714 
