DeepCSV;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
0, mujets, down, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.944549*((1.+(0.0094161*x))/(1.+(0.00853295*x))))-0.013573251664638519" 
0, mujets, down, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.944549*((1.+(0.0094161*x))/(1.+(0.00853295*x))))-0.012844892218708992" 
0, mujets, down, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.944549*((1.+(0.0094161*x))/(1.+(0.00853295*x))))-0.013087743893265724" 
0, mujets, down, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.944549*((1.+(0.0094161*x))/(1.+(0.00853295*x))))-0.012134668417274952" 
0, mujets, down, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.944549*((1.+(0.0094161*x))/(1.+(0.00853295*x))))-0.019631998613476753" 
0, mujets, down, 0, -2.4, 2.4, 300, 600, 0, 1, "(0.944549*((1.+(0.0094161*x))/(1.+(0.00853295*x))))-0.02009996585547924" 
0, mujets, down, 0, -2.4, 2.4, 600, 1000, 0, 1, "(0.944549*((1.+(0.0094161*x))/(1.+(0.00853295*x))))-0.027771685272455215" 
0, mujets, up, 1, -2.4, 2.4, 20, 30, 0, 1, "(0.944549*((1.+(0.0094161*x))/(1.+(0.00853295*x))))+0.05210084468126297" 
0, mujets, up, 1, -2.4, 2.4, 30, 50, 0, 1, "(0.944549*((1.+(0.0094161*x))/(1.+(0.00853295*x))))+0.030393190681934357" 
0, mujets, up, 1, -2.4, 2.4, 50, 70, 0, 1, "(0.944549*((1.+(0.0094161*x))/(1.+(0.00853295*x))))+0.033933129161596298" 
0, mujets, up, 1, -2.4, 2.4, 70, 100, 0, 1, "(0.944549*((1.+(0.0094161*x))/(1.+(0.00853295*x))))+0.032112229615449905" 
0, mujets, up, 1, -2.4, 2.4, 100, 140, 0, 1, "(0.944549*((1.+(0.0094161*x))/(1.+(0.00853295*x))))+0.032719358801841736" 
0, mujets, up, 1, -2.4, 2.4, 140, 200, 0, 1, "(0.944549*((1.+(0.0094161*x))/(1.+(0.00853295*x))))+0.030336670577526093" 
0, mujets, up, 1, -2.4, 2.4, 200, 300, 0, 1, "(0.944549*((1.+(0.0094161*x))/(1.+(0.00853295*x))))+0.049079995602369308" 
0, mujets, up, 1, -2.4, 2.4, 300, 600, 0, 1, "(0.944549*((1.+(0.0094161*x))/(1.+(0.00853295*x))))+0.050249915570020676" 
0, mujets, up, 1, -2.4, 2.4, 600, 1000, 0, 1, "(0.944549*((1.+(0.0094161*x))/(1.+(0.00853295*x))))+0.069429211318492889" 
0, mujets, up, 0, -2.4, 2.4, 20, 30, 0, 1, "(0.944549*((1.+(0.0094161*x))/(1.+(0.00853295*x))))+0.020840337499976158" 
0, mujets, up, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.944549*((1.+(0.0094161*x))/(1.+(0.00853295*x))))+0.012157276272773743" 
0, mujets, up, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.944549*((1.+(0.0094161*x))/(1.+(0.00853295*x))))+0.013573251664638519" 
0, mujets, up, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.944549*((1.+(0.0094161*x))/(1.+(0.00853295*x))))+0.012844892218708992" 
0, mujets, up, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.944549*((1.+(0.0094161*x))/(1.+(0.00853295*x))))+0.013087743893265724" 
0, mujets, up, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.944549*((1.+(0.0094161*x))/(1.+(0.00853295*x))))+0.012134668417274952" 
0, mujets, up, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.944549*((1.+(0.0094161*x))/(1.+(0.00853295*x))))+0.019631998613476753" 
0, mujets, up, 0, -2.4, 2.4, 300, 600, 0, 1, "(0.944549*((1.+(0.0094161*x))/(1.+(0.00853295*x))))+0.02009996585547924" 
0, mujets, up, 0, -2.4, 2.4, 600, 1000, 0, 1, "(0.944549*((1.+(0.0094161*x))/(1.+(0.00853295*x))))+0.027771685272455215" 
1, mujets, central, 1, -2.4, 2.4, 20, 1000, 0, 1, "0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x)))" 
1, mujets, central, 0, -2.4, 2.4, 20, 1000, 0, 1, "0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x)))" 
1, mujets, down, 1, -2.4, 2.4, 20, 30, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))-0.061311282217502594" 
1, mujets, down, 1, -2.4, 2.4, 30, 50, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))-0.047958873212337494" 
1, mujets, down, 1, -2.4, 2.4, 50, 70, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))-0.049318745732307434" 
1, mujets, down, 1, -2.4, 2.4, 70, 100, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))-0.039772100746631622" 
1, mujets, down, 1, -2.4, 2.4, 100, 140, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))-0.044449083507061005" 
1, mujets, down, 1, -2.4, 2.4, 140, 200, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))-0.041772317141294479" 
1, mujets, down, 1, -2.4, 2.4, 200, 300, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))-0.069491684436798096" 
1, mujets, down, 1, -2.4, 2.4, 300, 600, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))-0.077339120209217072" 
1, mujets, down, 1, -2.4, 2.4, 600, 1000, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))-0.092476867139339447" 
1, mujets, down, 0, -2.4, 2.4, 20, 30, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))-0.020437093451619148" 
1, mujets, down, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))-0.015986291691660881" 
1, mujets, down, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))-0.016439581289887428" 
1, mujets, down, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))-0.013257367536425591" 
1, mujets, down, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))-0.014816360548138618" 
1, mujets, down, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))-0.013924106024205685" 
1, mujets, down, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))-0.023163896054029465" 
1, mujets, down, 0, -2.4, 2.4, 300, 600, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))-0.025779707357287407" 
1, mujets, down, 0, -2.4, 2.4, 600, 1000, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))-0.030825622379779816" 
1, mujets, up, 1, -2.4, 2.4, 20, 30, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))+0.061311282217502594" 
1, mujets, up, 1, -2.4, 2.4, 30, 50, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))+0.047958873212337494" 
1, mujets, up, 1, -2.4, 2.4, 50, 70, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))+0.049318745732307434" 
1, mujets, up, 1, -2.4, 2.4, 70, 100, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))+0.039772100746631622" 
1, mujets, up, 1, -2.4, 2.4, 100, 140, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))+0.044449083507061005" 
1, mujets, up, 1, -2.4, 2.4, 140, 200, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))+0.041772317141294479" 
1, mujets, up, 1, -2.4, 2.4, 200, 300, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))+0.069491684436798096" 
1, mujets, up, 1, -2.4, 2.4, 300, 600, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))+0.077339120209217072" 
1, mujets, up, 1, -2.4, 2.4, 600, 1000, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))+0.092476867139339447" 
1, mujets, up, 0, -2.4, 2.4, 20, 30, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))+0.020437093451619148" 
1, mujets, up, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))+0.015986291691660881" 
1, mujets, up, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))+0.016439581289887428" 
1, mujets, up, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))+0.013257367536425591" 
1, mujets, up, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))+0.014816360548138618" 
1, mujets, up, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))+0.013924106024205685" 
1, mujets, up, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))+0.023163896054029465" 
1, mujets, up, 0, -2.4, 2.4, 300, 600, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))+0.025779707357287407" 
1, mujets, up, 0, -2.4, 2.4, 600, 1000, 0, 1, "(0.86062*((1.+(0.0488148*x))/(1.+(0.0420298*x))))+0.030825622379779816" 
2, mujets, central, 1, -2.4, 2.4, 20, 1000, 0, 1, "0.458539*((1.+(0.517532*x))/(1.+(0.242737*x)))" 
2, mujets, central, 0, -2.4, 2.4, 20, 1000, 0, 1, "0.458539*((1.+(0.517532*x))/(1.+(0.242737*x)))" 
2, mujets, down, 1, -2.4, 2.4, 20, 30, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))-0.098754741251468658" 
2, mujets, down, 1, -2.4, 2.4, 30, 50, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))-0.074303515255451202" 
2, mujets, down, 1, -2.4, 2.4, 50, 70, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))-0.072329215705394745" 
2, mujets, down, 1, -2.4, 2.4, 70, 100, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))-0.054588425904512405" 
2, mujets, down, 1, -2.4, 2.4, 100, 140, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))-0.06574828177690506" 
2, mujets, down, 1, -2.4, 2.4, 140, 200, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))-0.06470392644405365" 
2, mujets, down, 1, -2.4, 2.4, 200, 300, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))-0.11706253886222839" 
2, mujets, down, 1, -2.4, 2.4, 300, 600, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))-0.12250801920890808" 
2, mujets, down, 1, -2.4, 2.4, 600, 1000, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))-0.13583827018737793" 
2, mujets, down, 0, -2.4, 2.4, 20, 30, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))-0.028215641155838966" 
2, mujets, down, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))-0.0212295763194561" 
2, mujets, down, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))-0.020665490999817848" 
2, mujets, down, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))-0.015596693381667137" 
2, mujets, down, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))-0.018785223364830017" 
2, mujets, down, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))-0.018486836925148964" 
2, mujets, down, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))-0.033446438610553741" 
2, mujets, down, 0, -2.4, 2.4, 300, 600, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))-0.035002291202545166" 
2, mujets, down, 0, -2.4, 2.4, 600, 1000, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))-0.038810934871435165" 
2, mujets, up, 1, -2.4, 2.4, 20, 30, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))+0.098754741251468658" 
2, mujets, up, 1, -2.4, 2.4, 30, 50, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))+0.074303515255451202" 
2, mujets, up, 1, -2.4, 2.4, 50, 70, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))+0.072329215705394745" 
2, mujets, up, 1, -2.4, 2.4, 70, 100, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))+0.054588425904512405" 
2, mujets, up, 1, -2.4, 2.4, 100, 140, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))+0.06574828177690506" 
2, mujets, up, 1, -2.4, 2.4, 140, 200, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))+0.06470392644405365" 
2, mujets, up, 1, -2.4, 2.4, 200, 300, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))+0.11706253886222839" 
2, mujets, up, 1, -2.4, 2.4, 300, 600, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))+0.12250801920890808" 
2, mujets, up, 1, -2.4, 2.4, 600, 1000, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))+0.13583827018737793" 
2, mujets, up, 0, -2.4, 2.4, 20, 30, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))+0.028215641155838966" 
2, mujets, up, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))+0.0212295763194561" 
2, mujets, up, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))+0.020665490999817848" 
2, mujets, up, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))+0.015596693381667137" 
2, mujets, up, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))+0.018785223364830017" 
2, mujets, up, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))+0.018486836925148964" 
2, mujets, up, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))+0.033446438610553741" 
2, mujets, up, 0, -2.4, 2.4, 300, 600, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))+0.035002291202545166" 
2, mujets, up, 0, -2.4, 2.4, 600, 1000, 0, 1, "(0.458539*((1.+(0.517532*x))/(1.+(0.242737*x))))+0.038810934871435165" 
0, comb, central, 1, -2.4, 2.4, 20, 1000, 0, 1, "0.733112*((1.+(0.336449*x))/(1.+(0.246914*x)))" 
0, comb, central, 0, -2.4, 2.4, 20, 1000, 0, 1, "0.733112*((1.+(0.336449*x))/(1.+(0.246914*x)))" 
0, comb, down, 1, -2.4, 2.4, 20, 30, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))-0.05128663033246994" 
0, comb, down, 1, -2.4, 2.4, 30, 50, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))-0.029492266476154327" 
0, comb, down, 1, -2.4, 2.4, 50, 70, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))-0.030375970527529716" 
0, comb, down, 1, -2.4, 2.4, 70, 100, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))-0.028453584760427475" 
0, comb, down, 1, -2.4, 2.4, 100, 140, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))-0.027814172208309174" 
0, comb, down, 1, -2.4, 2.4, 140, 200, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))-0.028020482510328293" 
0, comb, down, 1, -2.4, 2.4, 200, 300, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))-0.038717329502105713" 
0, comb, down, 1, -2.4, 2.4, 300, 600, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))-0.046419952064752579" 
0, comb, down, 1, -2.4, 2.4, 600, 1000, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))-0.06724056601524353" 
0, comb, down, 0, -2.4, 2.4, 20, 30, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))-0.020514652132987976" 
0, comb, down, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))-0.011796906590461731" 
0, comb, down, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))-0.012150388211011887" 
0, comb, down, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))-0.01138143427670002" 
0, comb, down, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))-0.011125668883323669" 
0, comb, down, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))-0.011208193376660347" 
0, comb, down, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))-0.01548693235963583" 
0, comb, down, 0, -2.4, 2.4, 300, 600, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))-0.018567981198430061" 
0, comb, down, 0, -2.4, 2.4, 600, 1000, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))-0.026896225288510323" 
0, comb, up, 1, -2.4, 2.4, 20, 30, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))+0.05128663033246994" 
0, comb, up, 1, -2.4, 2.4, 30, 50, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))+0.029492266476154327" 
0, comb, up, 1, -2.4, 2.4, 50, 70, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))+0.030375970527529716" 
0, comb, up, 1, -2.4, 2.4, 70, 100, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))+0.028453584760427475" 
0, comb, up, 1, -2.4, 2.4, 100, 140, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))+0.027814172208309174" 
0, comb, up, 1, -2.4, 2.4, 140, 200, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))+0.028020482510328293" 
0, comb, up, 1, -2.4, 2.4, 200, 300, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))+0.038717329502105713" 
0, comb, up, 1, -2.4, 2.4, 300, 600, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))+0.046419952064752579" 
0, comb, up, 1, -2.4, 2.4, 600, 1000, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))+0.06724056601524353" 
0, comb, up, 0, -2.4, 2.4, 20, 30, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))+0.020514652132987976" 
0, comb, up, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))+0.011796906590461731" 
0, comb, up, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))+0.012150388211011887" 
0, comb, up, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))+0.01138143427670002" 
0, comb, up, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))+0.011125668883323669" 
0, comb, up, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))+0.011208193376660347" 
0, comb, up, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))+0.01548693235963583" 
0, comb, up, 0, -2.4, 2.4, 300, 600, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))+0.018567981198430061" 
0, comb, up, 0, -2.4, 2.4, 600, 1000, 0, 1, "(0.733112*((1.+(0.336449*x))/(1.+(0.246914*x))))+0.026896225288510323" 
1, comb, central, 1, -2.4, 2.4, 20, 1000, 0, 1, "0.637301*((1.+(0.479205*x))/(1.+(0.311514*x)))" 
1, comb, central, 0, -2.4, 2.4, 20, 1000, 0, 1, "0.637301*((1.+(0.479205*x))/(1.+(0.311514*x)))" 
1, comb, down, 1, -2.4, 2.4, 20, 30, 0, 1, "(0.637301*((1.+(0.479205*x))/(1.+(0.311514*x))))-0.061392709612846375" 
1, comb, down, 1, -2.4, 2.4, 30, 50, 0, 1, "(0.637301*((1.+(0.479205*x))/(1.+(0.311514*x))))-0.042674362659454346" 
1, comb, down, 1, -2.4, 2.4, 50, 70, 0, 1, "(0.637301*((1.+(0.479205*x))/(1.+(0.311514*x))))-0.039014503359794617" 
1, comb, down, 1, -2.4, 2.4, 70, 100, 0, 1, "(0.637301*((1.+(0.479205*x))/(1.+(0.311514*x))))-0.038159977644681931" 
1, comb, down, 1, -2.4, 2.4, 100, 140, 0, 1, "(0.637301*((1.+(0.479205*x))/(1.+(0.311514*x))))-0.03673022985458374" 
1, comb, down, 1, -2.4, 2.4, 140, 200, 0, 1, "(0.637301*((1.+(0.479205*x))/(1.+(0.311514*x))))-0.035364653915166855" 
1, comb, down, 1, -2.4, 2.4, 200, 300, 0, 1, "(0.637301*((1.+(0.479205*x))/(1.+(0.311514*x))))-0.04905589297413826" 
1, comb, down, 1, -2.4, 2.4, 300, 600, 0, 1, "(0.637301*((1.+(0.479205*x))/(1.+(0.311514*x))))-0.071092776954174042" 
1, comb, down, 1, -2.4, 2.4, 600, 1000, 0, 1, "(0.637301*((1.+(0.479205*x))/(1.+(0.311514*x))))-0.089895777404308319" 
1, comb, down, 0, -2.4, 2.4, 20, 30, 0, 1, "(0.637301*((1.+(0.479205*x))/(1.+(0.311514*x))))-0.020464235916733742" 
1, comb, down, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.637301*((1.+(0.479205*x))/(1.+(0.311514*x))))-0.01422478724271059" 
1, comb, down, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.637301*((1.+(0.479205*x))/(1.+(0.311514*x))))-0.01300483476370573" 
1, comb, down, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.637301*((1.+(0.479205*x))/(1.+(0.311514*x))))-0.01271999254822731" 
1, comb, down, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.637301*((1.+(0.479205*x))/(1.+(0.311514*x))))-0.01224341057240963" 
1, comb, down, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.637301*((1.+(0.479205*x))/(1.+(0.311514*x))))-0.011788218282163143" 
1, comb, down, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.637301*((1.+(0.479205*x))/(1.+(0.311514*x))))-0.016351964324712753" 
1, comb, down, 0, -2.4, 2.4, 300, 600, 0, 1, "(0.637301*((1.+(0.479205*x))/(1.+(0.311514*x))))-0.023697592318058014" 
1, comb, down, 0, -2.4, 2.4, 600, 1000, 0, 1, "(0.637301*((1.+(0.479205*x))/(1.+(0.311514*x))))-0.02996525913476944" 
1, comb, up, 1, -2.4, 2.4, 20, 30, 0, 1, "(0.637301*((1.+(0.479205*x))/(1.+(0.311514*x))))+0.061392709612846375" 
1, comb, up, 1, -2.4, 2.4, 30, 50, 0, 1, "(0.637301*((1.+(0.479205*x))/(1.+(0.311514*x))))+0.042674362659454346" 
1, comb, up, 1, -2.4, 2.4, 50, 70, 0, 1, "(0.637301*((1.+(0.479205*x))/(1.+(0.311514*x))))+0.039014503359794617" 
1, comb, up, 1, -2.4, 2.4, 70, 100, 0, 1, "(0.637301*((1.+(0.479205*x))/(1.+(0.311514*x))))+0.038159977644681931" 
1, comb, up, 1, -2.4, 2.4, 100, 140, 0, 1, "(0.637301*((1.+(0.479205*x))/(1.+(0.311514*x))))+0.03673022985458374" 
